"id","method","price"
"1482504931225","customer pickup","0.0"
"1482504931247","customer pickup","0.0"
"1482504931271","customer pickup","0.0"
"1482504931293","customer pickup","0.0"
"1482504931324","customer pickup","0.0"
"1482504931348","customer pickup","0.0"
"1482504931370","customer pickup","0.0"
"1482504931390","customer pickup","0.0"
"1482504931417","customer pickup","0.0"
"1482505072622","customer pickup","0.0"
"1482505072678","customer pickup","0.0"
"1482505072700","customer pickup","0.0"
"1482505072728","customer pickup","0.0"
"1482505072755","customer pickup","0.0"
"1482505072777","customer pickup","0.0"
"1482505072798","customer pickup","0.0"
"1482505072820","customer pickup","0.0"
"1482505072847","customer pickup","0.0"
"1482505072869","customer pickup","0.0"
"1482505148510","customer pickup","0.0"
"1482505148560","customer pickup","0.0"
"1482505148581","customer pickup","0.0"
"1482505148602","customer pickup","0.0"
"1482505148618","customer pickup","0.0"
"1482505148649","customer pickup","0.0"
"1482505148665","customer pickup","0.0"
"1482505148681","customer pickup","0.0"
"1482505148711","customer pickup","0.0"
"1482505148727","customer pickup","0.0"
"1482505284138","customer pickup","0.0"
"1482505284160","customer pickup","0.0"
"1482505284191","customer pickup","0.0"
"1482505284212","customer pickup","0.0"
"1482505284228","customer pickup","0.0"
"1482505284243","customer pickup","0.0"
"1482505284259","customer pickup","0.0"
"1482505284290","customer pickup","0.0"
"1482505284306","customer pickup","0.0"
"1482505284322","customer pickup","0.0"
"1482505998645","customer pickup","0.0"
"1482505998692","customer pickup","0.0"
"1482505998708","customer pickup","0.0"
"1482505998724","customer pickup","0.0"
"1482505998739","customer pickup","0.0"
"1482505998755","customer pickup","0.0"
"1482505998770","customer pickup","0.0"
"1482505998786","customer pickup","0.0"
"1482505998802","customer pickup","0.0"
"1482505998830","customer pickup","0.0"
"1482506079070","customer pickup","0.0"
"1482506079132","customer pickup","0.0"
"1482506079179","customer pickup","0.0"
"1482506079210","customer pickup","0.0"
"1482506079226","customer pickup","0.0"
"1482506079257","customer pickup","0.0"
"1482506079273","customer pickup","0.0"
"1482506079421","customer pickup","0.0"
"1482506079478","customer pickup","0.0"
"1482506079595","customer pickup","0.0"
"1482506198661","customer pickup","0.0"
"1482506198692","customer pickup","0.0"
"1482506198729","customer pickup","0.0"
"1482506198748","customer pickup","0.0"
"1482506198768","customer pickup","0.0"
"1482506198785","customer pickup","0.0"
"1482506198800","customer pickup","0.0"
"1482506198816","customer pickup","0.0"
"1482506198831","customer pickup","0.0"
"1482506198847","customer pickup","0.0"
"1482506254371","customer pickup","0.0"
"1482506254414","customer pickup","0.0"
"1482506254435","customer pickup","0.0"
"1482506254455","customer pickup","0.0"
"1482506254471","customer pickup","0.0"
"1482506254486","customer pickup","0.0"
"1482506254501","customer pickup","0.0"
"1482506254517","customer pickup","0.0"
"1482506254533","customer pickup","0.0"
"1482506254548","customer pickup","0.0"
"1482506338404","customer pickup","0.0"
"1482506338434","customer pickup","0.0"
"1482506338455","customer pickup","0.0"
"1482506338473","customer pickup","0.0"
"1482506338480","customer pickup","0.0"
"1482506338527","customer pickup","0.0"
"1482506338542","customer pickup","0.0"
"1482506338574","customer pickup","0.0"
"1482506338589","customer pickup","0.0"
"1482506338697","customer pickup","0.0"
"1482506444383","customer pickup","0.0"
"1482506444414","customer pickup","0.0"
"1482506444430","customer pickup","0.0"
"1482506444445","customer pickup","0.0"
"1482506444477","customer pickup","0.0"
"1482506444492","customer pickup","0.0"
"1482506444570","customer pickup","0.0"
"1482506444710","customer pickup","0.0"
"1482506444737","customer pickup","0.0"
"1482506444775","customer pickup","0.0"
"1482506491551","customer pickup","0.0"
"1482506491582","customer pickup","0.0"
"1482506491598","customer pickup","0.0"
"1482506491614","customer pickup","0.0"
"1482506491645","customer pickup","0.0"
"1482506491660","customer pickup","0.0"
"1482506491676","customer pickup","0.0"
"1482506491848","customer pickup","0.0"
"1482506491879","customer pickup","0.0"
"1482506491922","customer pickup","0.0"
"1482506584409","customer pickup","0.0"
"1482506584444","customer pickup","0.0"
"1482506584479","customer pickup","0.0"
"1482506584510","customer pickup","0.0"
"1482506584530","customer pickup","0.0"
"1482506584551","customer pickup","0.0"
"1482506584625","customer pickup","0.0"
"1482506584652","customer pickup","0.0"
"1482506584671","customer pickup","0.0"
"1482506584689","customer pickup","0.0"
"1482506666104","customer pickup","0.0"
"1482506666155","customer pickup","0.0"
"1482506666207","customer pickup","0.0"
"1482506666240","customer pickup","0.0"
"1482506666294","customer pickup","0.0"
"1482506666316","customer pickup","0.0"
"1482506666356","customer pickup","0.0"
"1482506666378","customer pickup","0.0"
"1482506666397","customer pickup","0.0"
"1482506666418","customer pickup","0.0"
"1482506905161","customer pickup","0.0"
"1482506905633","customer pickup","0.0"
"1482506905990","customer pickup","0.0"
"1482506906306","customer pickup","0.0"
"1482506906695","customer pickup","0.0"
"1482506907073","customer pickup","0.0"
"1482506907477","customer pickup","0.0"
"1482506907931","customer pickup","0.0"
"1482506908293","customer pickup","0.0"
"1482506908623","customer pickup","0.0"
"1482506982211","customer pickup","0.0"
"1482506982258","customer pickup","0.0"
"1482506982305","customer pickup","0.0"
"1482506982321","customer pickup","0.0"
"1482506982352","customer pickup","0.0"
"1482506982383","customer pickup","0.0"
"1482506982411","customer pickup","0.0"
"1482506982476","customer pickup","0.0"
"1482506982497","customer pickup","0.0"
"1482506982522","customer pickup","0.0"
"1482507058286","customer pickup","0.0"
"1482507058659","customer pickup","0.0"
"1482507059119","customer pickup","0.0"
"1482507059525","customer pickup","0.0"
"1482507059913","customer pickup","0.0"
"1482507060316","customer pickup","0.0"
"1482507060719","customer pickup","0.0"
"1482507061159","customer pickup","0.0"
"1482507061604","customer pickup","0.0"
"1482507061997","customer pickup","0.0"
